First Name,Last Name,Phone,Country,College,Enrollment Status,Counsellor,Fee Currency,Fee Amount,Fee Paid,Balance Due,Fee Payment Status,Student ID,Deadline Date
moses,MOKOENA,576008647,Zambia,SRM University,Active,akshay,,USD 3000,3000,,,EDO7618,25-01-2025
otieno,,,Malawi,Amity University,Enrolled,Akshay,INR,75000,4087,,,EDO9824,22-12-2025
yusuf,Mabaso,+265301600575,Malawi,upes,Enrolled,Priya,,USD 2000,29,,,EDO7546,01-01-2024
Solomon,adjei,+234698444808,Nigeria,vit university,Inactive,Abdul,,2500 USD,304,,,EDO7899,11-04-2025
Yemi,Owusu,,South Africa,SRM University,Enrolled,Abdul,,USD 750,750,,,EDO5969,09-04-2026
THABO,EZE,+255221210350,Tanzania,LPU,In Progress,manan,INR,75000,75000,,,EDO7781,30-12-2026
Sipho,SITHOLE,,Ethiopia,lpu,Dropped,MANAN,,Rs.75000,11796,,,EDO7939,23-06-2025
faith,Boateng,+255503234404,Tanzania,manipal university,Pending,abdul,USD,1000,1000,,,EDO1381,23-11-2026
ADAEZE,,+256 342 316 114,Uganda,Not Assigned,Deferred,Abdul,,"$2,000",415,,,EDO9980,04-Nov-2025
nomsa,mwangi,+256 561 824 250,Uganda,Sharda University,Applied,mayank,USD,1000,1000,,,EDO5699,02-Nov-2026
Mwangi,Asante,237727043585,Cameroon,Not Assigned,Enrolled,Akshay,usd,75000,63742,,,EDO5109,11-Oct-2024
Mutua,FALL,+256 581 582 077,Uganda,SRM Chennai,Waitlisted,Akshay,,3000 USD,0,,,EDO9212,10-Nov-2025
YUSUF,Mwale,267889302539,Botswana,UPES,On Hold,vivek,,USD 750,105,,,EDO6356,02-12-2024
Joy,Mensah,106246972,Botswana,amity university,On Hold,Akshay,,USD 750,158,,,EDO7627,24-10-2026
Chisom,ampofo,362020558,Ethiopia,LOVELY PROFESSIONAL UNIVERSITY,Active,PRIYA,,Rs.45000,0,,,EDO6358,02-04-2024
Chisom,Mthembu,387838023,Kenya,Amity Noida,Waitlisted,Priya,,INR 45000,0,,,EDO5023,07-09-2024
Abena,Bello,,Malawi,Not Assigned,In Progress,Not Found,USD,2000,2000,,,EDO1673,29-04-2025
Omondi,Sithole,+233825161234,Ghana,UPES,Pending,Priya,INR,75000,11513,,,EDO6257,23-02-2026
Amara,MENSAH,233585554962,Ghana,srm chennai,On Hold,Manan,USD,2000,1579,,,EDO3713,14-04-2024
DANIEL,Barry,+265485250508,Malawi,Amity Noida,In Progress,MANAN,,1500 USD,1500,,,EDO1205,17-04-2025
Hope,Owusu,+260022397478,Zambia,Bennett University,Applied,Priya,,USD 2500,862,,,EDO4338,03-May-2026
Moses,MENSAH,265492543686,Malawi,Sharda University,Enrolled,Manan,USD,2500,194,,,EDO2994,08-05-2026
Yusuf,Phiri,167258838,Botswana,SRM CHENNAI,Deferred,Vivek,,Rs.45000,5657,,,EDO7208,27-07-2024
Amara,mumba,255991509958,Tanzania,LPU,On Hold,Not Assigned,,$750,624,,,EDO5296,06-05-2026
DANIEL,Sithole,+265692972403,Malawi,Amity University,Pending,Mayank,,75000 INR,33415,,,EDO9098,17-03-2025
Tendai,PHIRI,260046383755,Zambia,LPU,Active,VIVEK,INR,60000,50085,,,EDO9764,27-03-2024
DANIEL,Adeyemi,,Malawi,srm chennai,Active,Vivek,,1000 USD,0,,,EDO6227,02-01-2025
thabo,FALL,454118881,Cameroon,amity university,In Progress,MAYANK,USD,1000,1000,,,EDO7177,26-08-2025
Abena,Adeyemi,265252225509,Malawi,AMITY NOIDA,Enrolled,ABDUL,,USD 1500,0,,,EDO1818,12-12-2026
LINET,Adjei,+27622382265,South Africa,LPU,Pending,PRIYA,USD,750,750,,,EDO5275,05-04-2026
Isaac,Bekele,930109654,Malawi,,Active,manan,INR,60000,15969,,,EDO8527,13-03-2025
RUTH,Girma,311433941,Rwanda,Chitkara University,Enrolled,Vivek,USD,2000,512,,,EDO2409,06-05-2026
GRACE,Barry,618937333,Ethiopia,amity noida,Waitlisted,VIVEK,,750 USD,454,,,EDO4186,10-04-2024
KOFI,Gyasi,,Zimbabwe,Chitkara University,Enrolled,manan,$,75000,0,,,EDO6555,22-07-2024
Amira,Ampofo,,Cameroon,Lovely Professional University,Active,mayank,USD,1000,129,,,EDO6388,22-02-2024
Zanele,wanjiru,Not Found,South Africa,AMITY UNIVERSITY,Pending,priya,USD,1500,0,,,EDO5375,14-01-2026
Yemi,haile,+256084450332,Uganda,VIT UNIVERSITY,In Progress,manan,inr,60000,27543,,,EDO2518,04-May-2024
femi,Alemu,+255013071082,Tanzania,Lovely Professional University,Applied,priya,USD,750,44,,,EDO3905,12-01-2026
MUSA,Eze,+255987945967,Tanzania,Bennett University,Pending,MANAN,,INR 60000,14627,,,EDO4497,24-12-2026
fatima,GIRMA,264686951703,Namibia,VIT University,Active,priya,,USD 1000,236,,,EDO4703,24-08-2025
Mwangi,Bello,+260380882729,Zambia,LOVELY PROFESSIONAL UNIVERSITY,Active,Not Found,,USD 3000,3000,,,EDO5788,14-01-2025
Moses,Adeyemi,265586984862,Malawi,UPES,Deferred,Mayank,USD,2500,1344,,,EDO7526,07-09-2025
Fatima,adeyemi,56921131,Nigeria,BENNETT UNIVERSITY,Waitlisted,Akshay,USD,750,118,,,EDO9712,24-03-2025
KARIUKI,Okeke,481731249,Malawi,SRM Chennai,Enrolled,,INR,45000,36679,,,EDO1252,30-11-2024
Olumide,mthembu,+267504524271,Botswana,Bennett University,Enrolled,Akshay,USD,1000,0,,,EDO3812,14-05-2024
Abena,ABEBE,Not Found,Rwanda,manipal university,Active,abdul,,USD 1000,1000,,,EDO5640,11-01-2024
chidi,appiah,254735491567,Kenya,Manipal University,In Progress,Unknown,usd,750,750,,,EDO3209,04-07-2025
Ebuka,Diallo,+265589688929,Malawi,UPES,Inactive,Unknown,,$750,421,,,EDO3384,21-03-2025
NJOROGE,Okafor,+250 163 990 149,Rwanda,amity university,Pending,Mayank,USD,2000,448,,,EDO6946,19-10-2024
Omondi,OTIENO,N/A,Malawi,vit university,Waitlisted,Mayank,,$750,0,,,EDO6895,29-10-2025
ngozi,DIKE,Not Found,Zambia,amity noida,Dropped,priya,,USD 1500,0,,,EDO4338,06-Jan-2026
Sade,KAPINGA,+265 922 328 866,Malawi,SRM University,Dropped,Manan,INR,60000,8235,,,EDO7217,25-05-2026
Zara,nkosi,265997662244,Malawi,UPES,Active,akshay,INR,45000,0,,,EDO5400,08-04-2024
aisha,Tembo,+263 336 522 137,Zimbabwe,chitkara university,On Hold,Manan,,USD 3000,3000,,,EDO6326,05-05-2025
Kariuki,Balde,+256217272751,Uganda,,Pending,Akshay,INR,75000,75000,,,EDO3865,22-08-2026
Musa,Mutua,62220022,Nigeria,,Inactive,Unknown,,750 USD,162,,,EDO5242,11-05-2026
sipho,AMPOFO,+234729236093,Nigeria,Amity Noida,Deferred,Abdul,,INR 75000,7158,,,EDO5097,05-07-2025
Hassan,CAMARA,+233 193 069 487,Ghana,SRM Chennai,Active,Manan,INR,75000,13058,,,EDO6572,12-05-2026
chidi,ampofo,+251 185 875 359,Ethiopia,Sharda University,Applied,Priya,Rs,1500,878,,,EDO8506,12-12-2024
TUNDE,KHUMALO,N/A,Ethiopia,UPES,Pending,Akshay,USD,2500,0,,,EDO5338,22-09-2024
IBRAHIM,,+255952667086,Tanzania,upes,Applied,MANAN,INR,1000,0,,,EDO5548,08-11-2026
Emeka,ASANTE,699174357,Cameroon,amity noida,Dropped,MANAN,INR,45000,32334,,,EDO3684,29-01-2025
Chidi,Gyasi,+251905643369,Ethiopia,UPES,Dropped,MAYANK,Rs,1500,0,,,EDO7478,09-09-2026
Omondi,Diallo,N/A,Tanzania,SRM University,Dropped,vivek,,Rs.75000,0,,,EDO4210,10-03-2025
HASSAN,abebe,N/A,Ethiopia,Amity Noida,In Progress,PRIYA,USD,750,193,,,EDO8273,17-04-2024
Yusuf,Bello,+265 763 717 512,Malawi,SRM CHENNAI,Enrolled,mayank,,"$2,000",2000,,,EDO4788,29-02-2024
Ngozi,Ampofo,+260773053424,Zambia,vit university,In Progress,Manan,,INR 75000,75000,,,EDO7049,28-05-2025
FAITH,TADESSE,+256895139880,Uganda,sharda university,Enrolled,MANAN,,USD 750,750,,,EDO6382,25-04-2026
Ade,Nwosu,+254494934251,Kenya,srm chennai,Inactive,AKSHAY,,INR 60000,9766,,,EDO3634,14-05-2024
NKECHI,Alemu,Not Found,Nigeria,SHARDA UNIVERSITY,In Progress,MANAN,,"$3,000",0,,,EDO2324,03-10-2025
Binta,DLAMINI,139136137,Tanzania,AMITY UNIVERSITY,Enrolled,Akshay,,$750,750,,,EDO7282,24-03-2024
joy,abebe,+250993553989,Rwanda,SHARDA UNIVERSITY,Inactive,akshay,,45000 INR,45000,,,EDO5145,19-06-2024
Esther,ndlovu,+251825716513,Ethiopia,Sharda University,On Hold,abdul,,USD 2000,0,,,EDO3903,17-09-2024
hassan,Girma,772016130,Malawi,LOVELY PROFESSIONAL UNIVERSITY,On Hold,Manan,USD,1000,1000,,,EDO5731,30-03-2024
MOSES,Mumba,567638679,Zimbabwe,Lovely Professional University,Enrolled,Mayank,usd,2000,522,,,EDO6023,16-03-2024
hassan,,N/A,Rwanda,SRM Chennai,Applied,Manan,USD,750,0,,,EDO7497,11-12-2026
Tunde,Annan,N/A,Cameroon,SHARDA UNIVERSITY,Pending,Mayank,usd,75000,0,,,EDO3020,13-12-2025
abraham,ndiaye,Not Found,Namibia,Bennett University,In Progress,MANAN,USD,2000,1263,,,EDO3141,11-04-2024
Blessing,annan,+251 753 060 182,Ethiopia,amity noida,On Hold,Akshay,$,1500,295,,,EDO3070,01-03-2025
Emmanuel,Mensah,574247612,Uganda,Sharda University,Applied,Not Assigned,,USD 3000,405,,,EDO6183,21-07-2026
musa,Adeyemi,Not Found,Malawi,manipal university,Enrolled,VIVEK,USD,3000,3000,,,EDO7688,16-02-2024
MUSA,tadesse,Not Found,South Africa,SRM CHENNAI,Active,VIVEK,,3000 USD,0,,,EDO9247,27-08-2024
YEMI,NWACHUKWU,+263911678178,Zimbabwe,Sharda University,Pending,manan,USD,2000,329,,,EDO4607,30-06-2024
kofi,Zungu,27677717815,South Africa,LOVELY PROFESSIONAL UNIVERSITY,Inactive,Manan,Rs,75000,16251,,,EDO4106,20-12-2025
faith,boateng,+251958870219,Ethiopia,UPES,Enrolled,Akshay,$,1000,1000,,,EDO2615,08-12-2024
Isaac,otieno,680561005,Malawi,SRM UNIVERSITY,Deferred,VIVEK,,"$2,000",0,,,EDO9900,12-04-2026
OMAR,ampofo,+256621512744,Uganda,CHITKARA UNIVERSITY,Active,Unknown,USD,1500,669,,,EDO2411,26-07-2025
Omondi,zungu,+263218621934,Zimbabwe,Amity Noida,Enrolled,Akshay,,USD 3000,2152,,,EDO3602,05-08-2024
kamau,Obi,237602947377,Cameroon,UPES,Active,mayank,USD,1500,204,,,EDO9758,12-Aug-2026
sade,mutua,+27 974 482 122,South Africa,SRM University,Deferred,Manan,,INR 75000,0,,,EDO7042,26-03-2026
Emeka,diop,+267899675486,Botswana,Amity Noida,Enrolled,Unknown,USD,1500,541,,,EDO5091,19-06-2024
MUTUA,Asante,+234906932678,Nigeria,vit university,Enrolled,Unknown,,USD 1000,0,,,EDO8587,24-06-2025
emeka,ASANTE,256089179142,Uganda,Amity Noida,Pending,Priya,INR,45000,0,,,EDO5422,23-11-2026
LINET,eze,+233372305401,Ghana,VIT UNIVERSITY,Enrolled,Unknown,,USD 1000,1000,,,EDO1241,29-08-2024
ADAEZE,,+263495820741,Zimbabwe,LPU,Dropped,Manan,,Rs.45000,0,,,EDO9393,11-12-2026
kofi,mwale,+254378840317,Kenya,,Enrolled,Abdul,,Rs.75000,0,,,EDO2426,29-09-2025
Ebuka,mwale,+27032061366,South Africa,LOVELY PROFESSIONAL UNIVERSITY,Inactive,Manan,USD,1500,141,,,EDO9978,22-02-2024
hassan,MWALE,Not Found,Ghana,chitkara university,In Progress,,,USD 1000,239,,,EDO9696,08-02-2025
aminata,Bello,256090387347,Uganda,Not Assigned,Active,Vivek,,"$1,500",676,,,EDO8816,06-Aug-2024
Mwangi,GIRMA,+255950906883,Tanzania,BENNETT UNIVERSITY,Pending,VIVEK,,INR 45000,45000,,,EDO6792,05-06-2025
Tunde,phiri,267453527247,Botswana,BENNETT UNIVERSITY,On Hold,AKSHAY,,Rs.75000,75000,,,EDO6645,25-02-2024
ADAEZE,ampofo,800107470,Zambia,Amity Noida,Active,Mayank,inr,45000,13492,,,EDO4140,24-02-2025
Fatima,Mensah,935281037,Kenya,,Enrolled,Vivek,,INR 75000,75000,,,EDO6815,24-01-2024
FATIMA,ABEBE,54313194,Uganda,Lovely Professional University,Enrolled,mayank,,750 USD,0,,,EDO8316,15-01-2024
Zanele,kapinga,216624867,Zimbabwe,sharda university,Pending,Mayank,,USD 2000,133,,,EDO2054,26-09-2024
Faith,MWALE,+265419976303,Malawi,vit university,Deferred,abdul,,3000 USD,0,,,EDO1124,18-06-2025
Lebo,girma,+237332031942,Cameroon,UPES,Pending,MANAN,,Rs.45000,3935,,,EDO9029,13-03-2024
binta,bekele,+251861255655,Ethiopia,SHARDA UNIVERSITY,Pending,MAYANK,USD,2500,2058,,,EDO3112,16-07-2024
Blessing,nkosi,975068420,South Africa,Not Assigned,Pending,Vivek,,"$2,500",1381,,,EDO4463,16-01-2025
kofi,sithole,+233709522905,Ghana,SRM Chennai,In Progress,AKSHAY,USD,3000,925,,,EDO2411,14-07-2026
Nomsa,KEBEDE,+264935960347,Namibia,Not Assigned,Pending,AKSHAY,,INR 60000,0,,,EDO8432,30-10-2025
Wanjiru,mwale,265506048599,Malawi,chitkara university,Enrolled,Akshay,usd,1500,0,,,EDO3225,30-08-2025
DANIEL,UCHE,+27449259973,South Africa,BENNETT UNIVERSITY,Enrolled,Vivek,USD,1000,458,,,EDO1522,25-08-2026
Aminata,Zulu,265264040619,Malawi,Sharda University,Pending,VIVEK,,1500 USD,396,,,EDO4811,14-09-2025
Abraham,Asante,122647177,Zimbabwe,Amity Noida,Pending,Akshay,INR,45000,2803,,,EDO3078,25-04-2026
joy,Nkosi,+263845344026,Zimbabwe,,Pending,Not Assigned,USD,2000,287,,,EDO7500,04-11-2025
Hope,Gyasi,105185623,Ghana,LOVELY PROFESSIONAL UNIVERSITY,In Progress,VIVEK,Rs,2000,405,,,EDO1481,03-03-2025
ade,annan,Not Found,Tanzania,manipal university,In Progress,Priya,,Rs.75000,21815,,,EDO9121,28-09-2025
Fatima,otieno,N/A,Zimbabwe,AMITY NOIDA,Enrolled,priya,,USD 750,34,,,EDO5434,13-02-2024
Adaeze,Mbewe,508415445,Kenya,AMITY NOIDA,On Hold,Mayank,INR,45000,0,,,EDO5511,13-06-2026
Moses,bello,265089066897,Malawi,vit university,Dropped,MANAN,,"$2,500",2033,,,EDO6662,12-08-2024
CHISOM,Balde,+233255590276,Ghana,manipal university,Dropped,Vivek,,60000 INR,13616,,,EDO7706,29-12-2025
AMIRA,Eze,233269444187,Ghana,LOVELY PROFESSIONAL UNIVERSITY,Inactive,Vivek,usd,60000,48015,,,EDO4363,29-05-2025
Sade,Annan,250122820149,Rwanda,SRM Chennai,Pending,Priya,,"$2,500",760,,,EDO8155,21-07-2026
Omondi,Okeke,+234 684 280 557,Nigeria,Chitkara University,Enrolled,Vivek,,"$1,500",0,,,EDO9712,17-02-2026
Esther,Tesfaye,+250179159008,Rwanda,SRM Chennai,Active,,USD,2000,927,,,EDO5346,31-05-2024
amira,OBI,Not Found,Cameroon,Bennett University,Enrolled,Priya,INR,60000,11757,,,EDO5513,11-Jun-2024
Omondi,Ampofo,Not Found,Uganda,AMITY NOIDA,On Hold,ABDUL,USD,2000,0,,,EDO5158,21-10-2025
HALIMA,Nkosi,+27 969 234 419,South Africa,AMITY UNIVERSITY,Pending,Mayank,,Rs.45000,0,,,EDO1196,05-09-2025
Lebo,Ampofo,N/A,Uganda,Amity Noida,Deferred,VIVEK,USD,2000,0,,,EDO4178,07-Jan-2026
Sade,Toure,256540664408,Uganda,manipal university,Inactive,MANAN,INR,75000,0,,,EDO2248,16-02-2026
Adaeze,Uche,N/A,Zimbabwe,Bennett University,Applied,MANAN,USD,2500,2500,,,EDO6545,25-10-2026
ngozi,GYASI,+251516884912,Ethiopia,manipal university,Enrolled,VIVEK,,750 USD,501,,,EDO1913,01-10-2024
EMEKA,Asante,Not Found,Ghana,manipal university,Enrolled,Unknown,,USD 2000,0,,,EDO7024,08-08-2026
EMEKA,tembo,+255 567 364 065,Tanzania,Lovely Professional University,Pending,Abdul,$,75000,0,,,EDO1336,05-06-2025
kemi,Toure,251402136734,Ethiopia,Manipal University,In Progress,Abdul,USD,750,0,,,EDO6895,24-07-2024
hassan,Owino,+267 156 403 706,Botswana,CHITKARA UNIVERSITY,Pending,Not Assigned,,USD 2000,0,,,EDO6926,24-01-2025
rutendo,KAPINGA,+234 437 487 202,Nigeria,manipal university,Pending,Priya,INR,45000,45000,,,EDO1880,16-07-2026
Adaeze,Tembo,250324595711,Rwanda,srm university,On Hold,Vivek,$,2000,0,,,EDO4549,20-07-2025
Daniel,MUTUA,+254 119 702 416,Kenya,MANIPAL UNIVERSITY,Applied,Akshay,USD,750,442,,,EDO2180,01-12-2024
SAMUEL,uche,+267555524164,Botswana,manipal university,Pending,manan,,"$2,500",0,,,EDO4118,21-12-2026
Nkechi,ANNAN,+233 518 922 928,Ghana,SRM CHENNAI,Pending,Unknown,inr,75000,75000,,,EDO1016,15-02-2025
ABRAHAM,Dike,263151117480,Zimbabwe,Sharda University,Enrolled,Priya,$,1000,1000,,,EDO8039,10-10-2024
AMIRA,ndiaye,+267570225432,Botswana,vit university,Active,Abdul,,"$2,500",428,,,EDO5306,27-04-2025
Wanjiru,MTHEMBU,264329138458,Namibia,Chitkara University,Enrolled,Abdul,USD,2500,0,,,EDO8560,06-09-2026
Daniel,BELLO,256645583101,Uganda,SRM University,Inactive,Abdul,,INR 60000,60000,,,EDO9362,25-10-2024
Blessing,achieng,+265016762045,Malawi,Amity University,Enrolled,Abdul,USD,750,149,,,EDO8068,04-01-2026
HOPE,Mvula,N/A,Rwanda,Amity Noida,Active,Priya,USD,1000,0,,,EDO4220,20-05-2025
PEACE,Dike,+233982980965,Ghana,UPES,Inactive,Akshay,$,60000,60000,,,EDO6249,12-02-2024
Halima,KHUMALO,+256675194403,Uganda,Sharda University,Enrolled,VIVEK,$,2000,0,,,EDO4925,26-12-2024
AMINATA,abebe,N/A,Tanzania,Sharda University,Deferred,Vivek,USD,1500,1500,,,EDO8237,26-08-2024
nkechi,NDLOVU,251871258754,Ethiopia,UPES,Dropped,manan,USD,2500,2500,,,EDO2144,18-01-2026
Lebo,MOKOENA,+237883379879,Cameroon,srm chennai,Applied,abdul,,INR 75000,75000,,,EDO2721,28-04-2026
Aisha,Ampofo,+251045277024,Ethiopia,VIT University,Pending,MAYANK,,USD 1500,962,,,EDO8801,16-03-2024
SOLOMON,Barry,+233571247441,Ghana,lpu,In Progress,Unknown,INR,60000,35347,,,EDO3164,15-09-2025
tendai,WANJIRU,+27231779112,South Africa,BENNETT UNIVERSITY,Deferred,Unknown,,USD 1000,0,,,EDO4958,21-03-2025
ZARA,Banda,877556925,Ethiopia,LOVELY PROFESSIONAL UNIVERSITY,Applied,Manan,INR,60000,15697,,,EDO6711,28-06-2025
Ruth,Ndiaye,27086975715,South Africa,amity university,Enrolled,,USD,2500,817,,,EDO9593,07-09-2024
Sipho,obi,546129887,Uganda,SRM UNIVERSITY,Waitlisted,abdul,,60000 INR,20557,,,EDO3844,13-12-2024
isaac,Tesfaye,N/A,Zambia,vit university,Enrolled,Vivek,$,2000,364,,,EDO4362,01-Oct-2024
sipho,Achieng,N/A,Botswana,Manipal University,Pending,Akshay,,USD 3000,0,,,EDO2998,22-04-2025
OTIENO,kebede,+255 781 735 365,Tanzania,Chitkara University,Deferred,priya,,USD 3000,1925,,,EDO9697,15-05-2026
TENDAI,Gyasi,Not Found,Malawi,VIT University,Pending,Mayank,USD,750,0,,,EDO5625,29-11-2026
Omar,Fall,250251905962,Rwanda,Sharda University,Applied,Manan,inr,45000,0,,,EDO1778,21-07-2024
yemi,okafor,250289403202,Rwanda,amity university,Active,priya,USD,2000,0,,,EDO8652,31-03-2025
Halima,Barry,265482160258,Malawi,VIT University,Enrolled,Vivek,INR,75000,22099,,,EDO6409,10-09-2025
Emeka,Appiah,+267 060 223 259,Botswana,Bennett University,Enrolled,Akshay,,"$2,000",63,,,EDO2055,11-11-2024
Victor,Mwale,835940588,South Africa,SHARDA UNIVERSITY,Enrolled,Mayank,USD,750,133,,,EDO8276,02-12-2024
Daniel,CELE,987086822,Rwanda,UPES,Dropped,Abdul,INR,45000,0,,,EDO1284,05-01-2026
Nkechi,Mthembu,+260872712694,Zambia,SRM CHENNAI,Active,Manan,USD,3000,0,,,EDO4476,26-03-2024
linet,ampofo,+263891216638,Zimbabwe,UPES,Pending,ABDUL,,$750,0,,,EDO1539,05-06-2024
Binta,Mvula,+233894669592,Ghana,Amity University,Enrolled,AKSHAY,,750 USD,0,,,EDO9823,11-06-2026
peace,OTIENO,+256099917247,Uganda,LPU,Dropped,Akshay,INR,60000,6134,,,EDO2154,27-10-2025
HOPE,Asante,27063917848,South Africa,Sharda University,Pending,Abdul,,"$2,000",909,,,EDO3894,15-01-2026
MUTUA,UCHE,+27 006 274 906,South Africa,Sharda University,Active,Priya,,Rs.45000,45000,,,EDO8122,19-01-2025
Tendai,OTIENO,+27823534156,South Africa,lpu,On Hold,PRIYA,usd,45000,2551,,,EDO2141,02-08-2026
CHIDI,Wanjiru,+263398105427,Zimbabwe,LPU,Enrolled,Unknown,USD,45000,24556,,,EDO2607,11-04-2024
Zanele,PHIRI,677945237,Uganda,LPU,Deferred,Manan,,1000 USD,697,,,EDO4112,16-10-2024
femi,MBEWE,671271247,Rwanda,SRM CHENNAI,Applied,Priya,USD,1000,73,,,EDO7373,05-08-2026
Fatima,,Not Found,Nigeria,UPES,Pending,Not Found,USD,1000,551,,,EDO2734,14-11-2026
Ibrahim,nwachukwu,+255015596478,Tanzania,upes,Inactive,Akshay,INR,45000,0,,,EDO7496,04-03-2026
Otieno,Mvula,+234807224601,Nigeria,AMITY UNIVERSITY,In Progress,priya,INR,45000,0,,,EDO3862,16-01-2026
wanjiru,Ndlovu,251808859732,Ethiopia,amity university,Enrolled,Unknown,USD,2500,225,,,EDO3815,04-01-2025
Yemi,ADJEI,+263 338 137 564,Zimbabwe,SRM Chennai,Deferred,Priya,INR,60000,0,,,EDO7821,03-08-2025
solomon,Okeke,N/A,Tanzania,lovely professional university,Inactive,Manan,USD,1000,1000,,,EDO6439,08-04-2025
Ruth,bekele,250359973889,Rwanda,VIT University,Deferred,Akshay,usd,3000,326,,,EDO3145,19-03-2025
NJOROGE,ASANTE,Not Found,Uganda,CHITKARA UNIVERSITY,Pending,Manan,,USD 1000,0,,,EDO3550,13-06-2024
chidi,MUTUA,27669938149,South Africa,Manipal University,Enrolled,akshay,INR,75000,0,,,EDO8686,19-05-2026
rutendo,,255729213150,Tanzania,BENNETT UNIVERSITY,Enrolled,Vivek,,Rs.60000,32307,,,EDO7508,26-06-2026
HASSAN,DLAMINI,+267 712 873 045,Botswana,Lovely Professional University,Enrolled,ABDUL,USD,2500,2500,,,EDO7157,26-01-2025
Emmanuel,Mwale,Not Found,Uganda,SRM Chennai,Enrolled,Abdul,USD,1000,0,,,EDO7936,11-Mar-2026
KEMI,Kamau,Not Found,Zambia,upes,In Progress,Priya,,Rs.60000,60000,,,EDO8921,14-08-2024
wanjiru,Diop,+267 111 220 039,Botswana,Amity Noida,Dropped,Not Assigned,,3000 USD,401,,,EDO1470,30-01-2026
omar,,263190033697,Zimbabwe,Sharda University,Enrolled,Akshay,,Rs.45000,2201,,,EDO8557,16-07-2026
Moses,wanjiru,234453964236,Nigeria,VIT University,On Hold,Akshay,USD,1000,1000,,,EDO4464,29-02-2024
Aisha,,474113914,Kenya,Amity Noida,Waitlisted,Vivek,USD,2000,286,,,EDO4781,21-04-2026
OMAR,ZULU,N/A,Rwanda,Bennett University,Dropped,ABDUL,,3000 USD,3000,,,EDO7323,31-05-2024
Samuel,TOURE,+263096424048,Zimbabwe,Not Assigned,Active,Priya,USD,1000,1000,,,EDO9863,26-02-2025
Ruth,Camara,+234183703014,Nigeria,SRM CHENNAI,Dropped,ABDUL,,Rs.75000,0,,,EDO5679,17-11-2026
BLESSING,,+234 953 394 727,Nigeria,BENNETT UNIVERSITY,Waitlisted,Unknown,,60000 INR,60000,,,EDO3882,01-12-2025
Otieno,ABEBE,234327078733,Nigeria,srm chennai,Pending,VIVEK,,USD 750,85,,,EDO9256,03-01-2025
Kwame,OWINO,+263999815791,Zimbabwe,bennett university,Pending,Unknown,INR,45000,3079,,,EDO6439,10-12-2026
Ebuka,alemu,+237 513 791 206,Cameroon,AMITY NOIDA,Enrolled,MANAN,inr,1000,0,,,EDO6518,31-07-2026
NGOZI,Mokoena,+250010805617,Rwanda,SRM UNIVERSITY,Enrolled,Akshay,,$750,750,,,EDO5288,26-09-2024
TUNDE,mvula,+265 683 878 972,Malawi,Lovely Professional University,Enrolled,Vivek,INR,75000,17109,,,EDO5082,13-10-2024
SOLOMON,kebede,N/A,Nigeria,lpu,Deferred,Vivek,,INR 75000,22764,,,EDO2326,30-07-2025
HOPE,Alemu,255845203933,Tanzania,UPES,Active,Priya,$,2000,275,,,EDO6392,17-05-2026
Kamau,NWOSU,4666390,Rwanda,manipal university,In Progress,Akshay,USD,1500,1500,,,EDO7828,14-09-2024
aminata,Okafor,+234525057188,Nigeria,VIT University,Active,PRIYA,USD,2000,2000,,,EDO6309,10-06-2026
NIA,KHUMALO,233391598320,Ghana,,On Hold,Priya,,USD 1500,446,,,EDO9022,27-07-2025
sipho,owino,+255 128 155 997,Tanzania,Amity Noida,Deferred,Manan,,"$2,500",1035,,,EDO7715,22-11-2024
GRACE,FALL,250346998346,Rwanda,,Pending,Not Assigned,,USD 3000,0,,,EDO6025,20-10-2024
OLUMIDE,mbewe,254010014266,Kenya,bennett university,In Progress,abdul,USD,2500,1207,,,EDO7269,16-10-2024
nomsa,,179631483,Botswana,Amity University,Pending,VIVEK,USD,2000,2000,,,EDO5710,10-11-2024
Mutua,Banda,988559841,Zimbabwe,vit university,Waitlisted,Mayank,,2500 USD,473,,,EDO7970,23-02-2024
Nomsa,KAPINGA,264453249619,Namibia,LPU,Dropped,AKSHAY,USD,1000,391,,,EDO5191,13-09-2024
Emmanuel,Cele,Not Found,Ghana,LPU,In Progress,Not Assigned,,INR 45000,13147,,,EDO1469,16-12-2024
ibrahim,Balde,+251 197 107 479,Ethiopia,Manipal University,Active,akshay,INR,60000,45591,,,EDO2334,14-06-2025
thabo,Wanjiru,+264496898829,Namibia,SRM University,Active,Vivek,USD,2000,32,,,EDO8654,27-05-2024
yemi,Diop,+251807725838,Ethiopia,Sharda University,Pending,Vivek,$,2000,0,,,EDO2271,10-12-2025
OMONDI,Toure,163791273,Zambia,UPES,Waitlisted,mayank,,USD 2500,0,,,EDO4318,12-Mar-2025
Abraham,okafor,N/A,Ghana,amity noida,Active,Manan,usd,60000,60000,,,EDO1985,20-10-2024
nia,NDLOVU,+265 575 945 471,Malawi,VIT UNIVERSITY,Pending,Priya,,INR 60000,10801,,,EDO6475,09-11-2025
moses,QUARTEY,N/A,South Africa,sharda university,On Hold,AKSHAY,,45000 INR,0,,,EDO6402,05-01-2024
ISAAC,DLAMINI,+260770351185,Zambia,srm chennai,Enrolled,Not Found,INR,75000,0,,,EDO1613,06-Dec-2026
